"Series_reference","Period","Type","Data_value","Lower_CI","Upper_CI","Units","Indicator","Cause","Validation","Population","Age","Severity"
"C_C22","2002-04","Moving average","7.45670241387321","6.42068187760664","8.49272295013978","Per 100,000 people","Age-standardised rate","Car occupant","Validated","Children","0-14 years","Serious"
"C_C22","2003-05","Moving average","8.17536424101921","7.0925870394643","9.25814144257413","Per 100,000 people","Age-standardised rate","Car occupant","Validated","Children","0-14 years","Serious"
"C_C22","2004-06","Moving average","7.90230118354144","6.83602701293145","8.96857535415143","Per 100,000 people","Age-standardised rate","Car occupant","Validated","Children","0-14 years","Serious"
"C_C22","2005-07","Moving average","8.34219946609237","7.2447743990663","9.43962453311845","Per 100,000 people","Age-standardised rate","Car occupant","Validated","Children","0-14 years","Serious"
"C_C22","2006-08","Moving average","7.65699706323964","6.60594440638017","8.7080497200991","Per 100,000 people","Age-standardised rate","Car occupant","Validated","Children","0-14 years","Serious"
"C_C22","2007-09","Moving average","7.57789492321052","6.53457788825493","8.62121195816611","Per 100,000 people","Age-standardised rate","Car occupant","Validated","Children","0-14 years","Serious"
"C_C22","2008-10","Moving average","7.05993138181943","6.05470394550221","8.06515881813665","Per 100,000 people","Age-standardised rate","Car occupant","Validated","Children","0-14 years","Serious"
"C_C22","2009-11","Moving average","6.25364262665693","5.30911961551681","7.19816563779705","Per 100,000 people","Age-standardised rate","Car occupant","Validated","Children","0-14 years","Serious"
"C_C22","2010-12","Moving average","5.67789016272494","4.77918344379024","6.57659688165963","Per 100,000 people","Age-standardised rate","Car occupant","Validated","Children","0-14 years","Serious"
"C_C22","2011-13","Moving average","5.17787758877098","4.31832942956124","6.03742574798071","Per 100,000 people","Age-standardised rate","Car occupant","Validated","Children","0-14 years","Serious"
"C_C22","2012-14","Moving average","5.59138916991874","4.69777312081156","6.48500521902592","Per 100,000 people","Age-standardised rate","Car occupant","Validated","Children","0-14 years","Serious"
"C_C22","2013-15","Moving average","5.85242045375072","4.94115173351151","6.76368917398992","Per 100,000 people","Age-standardised rate","Car occupant","Validated","Children","0-14 years","Serious"
"C_C22","2014-16","Moving average","6.93285366884405","5.94246550616039","7.9232418315277","Per 100,000 people","Age-standardised rate","Car occupant","Validated","Children","0-14 years","Serious"
"C_C22","2015-17","Moving average","7.22327548480102","6.21487941801192","8.23167155159012","Per 100,000 people","Age-standardised rate","Car occupant","Validated","Children","0-14 years","Serious"
"C_C22","2016-18","Moving average","7.39505813160435","6.37843089076833","8.41168537244038","Per 100,000 people","Age-standardised rate","Car occupant","Validated","Children","0-14 years","Serious"
"W_I11","2000","Single year","1583","1505.01904518949","1660.98095481051","Injuries","Number","All","Validated","Whole pop","All ages","Fatal"
"W_I11","2001","Single year","1620","1541.1129713481","1698.88702865189","Injuries","Number","All","Validated","Whole pop","All ages","Fatal"
"W_I11","2002","Single year","1665","1585.02482299828","1744.97517700171","Injuries","Number","All","Validated","Whole pop","All ages","Fatal"
"W_I11","2003","Single year","1769","1686.56493067991","1851.43506932008","Injuries","Number","All","Validated","Whole pop","All ages","Fatal"
"W_I11","2004","Single year","1683","1602.5936868447","1763.4063131553","Injuries","Number","All","Validated","Whole pop","All ages","Fatal"
"W_I11","2005","Single year","1678","1597.71321465443","1758.28678534556","Injuries","Number","All","Validated","Whole pop","All ages","Fatal"
"W_I11","2006","Single year","1699","1618.21238624418","1779.78761375581","Injuries","Number","All","Validated","Whole pop","All ages","Fatal"
"W_I11","2007","Single year","1791","1708.05391662131","1873.94608337868","Injuries","Number","All","Validated","Whole pop","All ages","Fatal"
"W_I11","2008","Single year","1868","1783.28964008424","1952.71035991575","Injuries","Number","All","Validated","Whole pop","All ages","Fatal"
"W_I11","2009","Single year","1876","1791.10844124636","1960.89155875363","Injuries","Number","All","Validated","Whole pop","All ages","Fatal"
"W_I11","2010","Single year","1890","1804.7922704732","1975.20772952679","Injuries","Number","All","Validated","Whole pop","All ages","Fatal"
"W_I11","2011","Single year","1957","1870.29512751812","2043.70487248187","Injuries","Number","All","Validated","Whole pop","All ages","Fatal"
"W_I11","2012","Single year","1844","1759.83557719938","1928.16442280061","Injuries","Number","All","Validated","Whole pop","All ages","Fatal"
"W_I11","2013","Single year","1712","1630.90389959419","1793.0961004058","Injuries","Number","All","Validated","Whole pop","All ages","Fatal"
"W_I11","2014","Single year","1804","1720.75342822354","1887.24657177645","Injuries","Number","All","Validated","Whole pop","All ages","Fatal"
"W_I11","2015","Single year","1847","1762.76714155496","1931.23285844503","Injuries","Number","All","Validated","Whole pop","All ages","Fatal"
"W_I11","2016","Single year","1914","1828.25297566207","1999.74702433792","Injuries","Number","All","Validated","Whole pop","All ages","Fatal"
"W_I11","2017","Single year","2098","2008.22594692331","2187.77405307669","Injuries","Number","All","Validated","Whole pop","All ages","Fatal"
"W_I11","2018","Single year","2149","2058.14134600561","2239.85865399438","Injuries","Number","All","Validated","Whole pop","All ages","Fatal"
"W_I12","2000","Single year","41.2622989400698","39.2264355559791","43.2981623241606","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Fatal"
"W_I12","2001","Single year","41.9072537189326","39.865296342175","43.9492110956901","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Fatal"
"W_I12","2002","Single year","42.2234012848979","40.1949411486418","44.251861421154","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Fatal"
"W_I12","2003","Single year","43.9208481267224","41.8741448141597","45.9675514392851","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Fatal"
"W_I12","2004","Single year","41.0388572626854","39.0780026635383","42.9997118618325","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Fatal"
"W_I12","2005","Single year","40.211287076365","38.2865345726292","42.1360395801008","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Fatal"
"W_I12","2006","Single year","39.9298516560774","38.0291360348359","41.8305672773189","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Fatal"
"W_I12","2007","Single year","41.5432569105054","39.6153686927135","43.4711451282973","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Fatal"
"W_I12","2008","Single year","42.5939638829999","40.6563574619447","44.5315703040552","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Fatal"
"W_I12","2009","Single year","42.3150055546732","40.3909446711225","44.2390664382239","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Fatal"
"W_I12","2010","Single year","41.4837496236027","39.6023396822477","43.3651595649577","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Fatal"
"W_I12","2011","Single year","42.719847580541","40.8128890533926","44.6268061076893","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Fatal"
"W_I12","2012","Single year","39.6869715012161","37.8588338354112","41.515109167021","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Fatal"
"W_I12","2013","Single year","36.2312811058446","34.4953882962951","37.967173915394","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Fatal"
"W_I12","2014","Single year","37.0181064037477","35.2870085755439","38.7492042319516","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Fatal"
"W_I12","2015","Single year","37.143792472606","35.426359639458","38.861225305754","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Fatal"
"W_I12","2016","Single year","37.6351465919075","35.9228122393882","39.3474809444269","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Fatal"
"W_I12","2017","Single year","40.2112418985961","38.4635014322541","41.9589823649381","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Fatal"
"W_I12","2018","Single year","40.341227892582","38.6080865483829","42.074369236781","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Fatal"
"W_D11","2000","Single year","111","90.3504980908243","131.649501909175","Injuries","Number","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D11","2001","Single year","93","74.0987918289715","111.901208171028","Injuries","Number","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D11","2002","Single year","120","98.5296702753941","141.470329724605","Injuries","Number","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D11","2003","Single year","108","87.6314567866289","128.368543213371","Injuries","Number","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D11","2004","Single year","101","81.3026057334959","120.697394266504","Injuries","Number","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D11","2005","Single year","100","80.4003601545994","119.5996398454","Injuries","Number","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D11","2006","Single year","76","58.9134301168211","93.0865698831788","Injuries","Number","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D11","2007","Single year","80","62.4695491884683","97.5304508115316","Injuries","Number","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D11","2008","Single year","104","84.0122107937824","123.987789206217","Injuries","Number","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D11","2009","Single year","105","84.916345547364","125.083654452635","Injuries","Number","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D11","2010","Single year","73","56.2540603754023","89.7459396245977","Injuries","Number","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D11","2011","Single year","99","79.4986045820121","118.501395417987","Injuries","Number","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D11","2012","Single year","77","59.8013858350898","94.1986141649101","Injuries","Number","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D11","2013","Single year","99","79.4986045820121","118.501395417987","Injuries","Number","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D11","2014","Single year","74","57.1397522932975","90.8602477067024","Injuries","Number","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D11","2015","Single year","90","71.4061490308631","108.593850969136","Injuries","Number","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D11","2016","Single year","99","79.4986045820121","118.501395417987","Injuries","Number","Drowing","Validated","Whole pop","All ages","Fatal"
"W_D11","2017","Single year","112","91.257690873055","132.742309126944","Injuries","Number","Drowing","Validated","Whole pop","All ages","Fatal"
